rating,date,title,review
5,2017-05-22T10:20:53.000Z,Great Online College support,"First time Studying online, Great resources and staff at the ready when you need them."
5,2017-05-22T10:06:25.000Z,I chose to study with Open Colleges …,"I chose to study with Open Colleges because it made perfect sense over the other institutions I approached. I was able to begin my study straight away and the customer service person, Chris, was fantastic. He seemed to take a personal interest in my situation and his follow up in finding answers to my questions was extraordinarily good.So far the opportunity to get any help I may need is offered regularly.  I am extremely pleased with my decision."
4,2017-05-22T07:44:26.000Z,Great content and delivery.,"In depth, valid content. Trainers are very knowledgeable and give extensive feedback. Queries are answered quickly, and the portal is easy to navigate and use. I am 1/4 of the way through my unit (Certificate 2 Electrotechnology) and am impressed so far."
4,2017-05-22T07:35:49.000Z,Enrollment,The process of enrollment was very easy.   When I needed help I just had to ask and I had the answer.
4,2017-05-22T07:25:14.000Z,So much support!,"All the support and quick response times has been great! The only thing is the Open Space website is having some difficulties, but nothing that affects my study."
3,2017-05-22T07:00:53.000Z,I think I prefer having a teacher to …,I think I prefer having a teacher to discuss things with.
4,2017-05-22T03:01:58.000Z,It was great to study with Open …,It was great to study with Open Colleges as you could work around your normal day to day commitments.
4,2017-05-22T01:14:22.000Z,I really enjoyed my experience with …,"I really enjoyed my experience with Open Colleges. As the course had undergone a recent upgrade, there were a few teething issues, but the support from the Open Colleges team was fantastic and the online program easy to follow. The assessment feedback was thorough and helpful and the support during the work placement was terrific. I would recommend Open Colleges."
4,2017-05-22T00:45:53.000Z,Helpful staff and easy to use course …,Helpful staff and easy to use course content
5,2017-05-21T23:32:59.000Z,Totally satisfied by the experience,"Totally satisfied by the experience, very professionnal content, all the experience was great. I've already recommended the company to my friends. But go with them they are specials."
5,2017-05-21T21:20:40.000Z,I loved doing my Professional Editing …,"I loved doing my Professional Editing and Proofreading Course through Open Colleges, the literature was easy to access, the tutors were easy to chat too and extremely helpful.  Made for a very pleasant experience and I would definitely use them again!"
5,2017-05-21T11:19:23.000Z,This company is so easy to work with,"This company is so easy to work with. Great support, and just generally easy to move around the Open Space Learning site.I have recommended this company to my colleagues, as I have been 110% satisfied with their efforts."
5,2017-05-21T11:15:29.000Z,Cert. 3&4  in Aged Care,"I studied Cert. III and IV in Aging Support with Open College and they have been the best experience ever. The Support Team are great, and all the trainers are amazing and 💯% credit go to Paolo Flore whose always there for the students. Thanks Open Colleges you the best. I will recommend you to All."
5,2017-05-20T11:37:47.000Z,Open Colleges,"Open Colleges - a great learning forum for further education. All the resources you need are online, which is well set out to follow and understand. Tutors are always available  for help and feedback. Student peer support is also really well utilised. Emails remind you of your end dates (as in my case, I fell behind which got me back on track). Course work, was relevant and up-to-date.I would recommend Open Colleges for anyone who needs a flexible way to get a recognised accreditation.I have enjoyed the journey so far - almost done !!"
2,2017-05-20T02:35:31.000Z,Not impressed,I would recommend people look into other online courses before enrolling into Open Colleges. A couple of the trainers were ok but I generally had better luck asking other students for help. I found a substantial amount of mistakes in workbooks that had to be corrected. A lot of moduels were not explained properly unless you were already working in an office environment. Found they were written more for people with experience.
5,2017-05-20T01:34:26.000Z,Animal care was an excellent course I …,Animal care was an excellent course I enjoyed every minute of it. My tutors were helpful and understanding. Although the wait for module and assessment gradings  sometimes took longer than expected it was worth the while.
5,2017-05-20T01:12:57.000Z,Thank you Open Colleges!,Thank you Open Colleges!I have really enjoyed studying through open colleges. The trainers were amazing and the assessors were incredibly helpful when leaving feedback on marked work.
2,2017-05-19T23:30:17.000Z,So  many spelling mistakes,So  many spelling mistakesFail in communication with students when students have questions they are never answered just ignored!
5,2017-05-19T23:26:51.000Z,I completed my aged care cert three …,"I completed my aged care cert three last year and worked very hard but the course material was extremely easy to follow and interesting and also encouraged further reading.   Michelle was always there if you needed help or support.   I could not have finished it without her encouragement and my results improved to the point where I was getting either  D or HDs.     So, if you can study off campus I highly recommend Open Colleges.Rachel Harvey"
2,2017-05-19T23:20:19.000Z,A year long headache.,"Open Colleges is great if you don't have to talk to anyone and are a master of decoding. I found going with open colleges was a real challenge to my sanity. The assignments are cryptically worded (I'm also a university graduate so i know my assignments..), i had instances in which it took days to get a reply, and the response was a copy and pasted bit of text which hardly answered my questions! I even had one moment where a question gave the wrong directions and it wasn't until i pointed it out because i kept getting the answer wrong by following the damn instructions! In all fairness though i did complete my course in a year and have gained employment in my chosen pathway. Although i still don't have a certificate to show for my year of trials and tribulations because i cannot receive it until my payments are finished, despite never missing a payment and actually getting better employment... so I've finshed.. with nothing to show!"
2,2017-05-19T22:46:09.000Z,Frustrating,Cringy sales team.Inconsistent grading standards.Convoluted assessments.Had a patronizing assessor who didn't listen.The original content was poorly worded and grammatically vague. And the videos were all just free YouTube videos.
1,2017-05-19T22:25:43.000Z,Open Colleges is a waste of money,Open Colleges is a waste of money. Go to a proper TAFE/Uni.
4,2017-05-19T22:16:51.000Z,Open Colleges run a fantastic program.,"Open Colleges run a fantastic program.I could study at my own pace, the website and openspaxce were very user friendly and the trainers and assessors were lovely to work with.Only down side was sometimes it took a little time to get a response to messages, however every message was responded to.Thanks Open Colleges"
5,2017-05-19T13:36:02.000Z,It was wonderful to be able to study …,It was wonderful to be able to study again after 30 years and was always able to get help and advice when needed .. whould recommend the Open College to all who want to study part time.
5,2017-05-19T11:51:22.000Z,10/10 do recommend,The creative writing course I took was great; I learnt so much and found it so liberating to be able to finish it in my own time within the course of 2 years.
4,2017-05-19T11:46:59.000Z,Review.,Review.I enjoyed study with Open Colleges. I studied when I had a free time. All materials are online and I had an easy access. The assignment were marked on time with additional feedback from my trainer. Wasn't much difficult to finish my study on time. I will definitely recommend this college to my friends (which I did) and this way of study for people who cannot attend classes or having a family without a spare time during the week.Regards
4,2017-05-19T11:32:26.000Z,StArt up process was all over the …,StArt up process was all over the place. Different information given.Trainers overall were really good and helpful. Just wish all the webinars were available for all modules. Was waiting for some to be uploaded or they were never uploaded. Especially when you are told they will be up by a certain date and a few Months after there is still nothing available. Course wasn't new either so I feel this should of been all available especially when this is what was advertised when signing up and choosing open colleges to complete course.
5,2017-05-19T10:54:25.000Z,Open Colleges is a fantastic college to …,"Open Colleges is a fantastic college to study with.The student support is amazing the service from the teachers is impeccable.Resources and information and help provided and given is very supportive,the help provided will only help you take the steps to succeed.Thank you Open Colleges you and your crew are aaaammmazzzing!!!!"
5,2017-05-20T07:11:01.000Z,My experience with Open Colleges was Fantastic,My experience with Open Colleges was nothing but fantastic. Especially my tutor Carole Goldsmith who's help and guidance was exceptional.I was planning to do your Creative Writing course but you have now removed all your non-accredited courses. Which is a shame.
2,2017-05-19T10:33:13.000Z,Poor!,"Poor!Course content was changed 2 months in, doubling the work load, trainer's response times were appalling, on more than one occasion my feedback was addressed to the wrong person and the grading templates don't reflect the wording of the assessment's."
5,2017-05-19T09:46:43.000Z,I've never liked study but loved …,I've never liked study but loved everything about online colleges. Very convenient for me as I'm a shift worker. Easy to understand. People to help when needed. There was no pressure. I would recommend Online Colleges to anyone who asked.
4,2017-05-19T09:42:28.000Z,Could be better,"Bad: Still haven't received my certificate even though I finished my course months ago. Slow to reply to messages or questions.Doesn't take into account fast students and locks the other curriculum folders for 48hrs, which I hated!Pros: an easy and convenient study style,Relatively cheap repayments (if you choose that option)"
1,2017-05-19T08:19:00.000Z,Would not study with Open Colleges,"Terrible to deal with, not flexible at all when it comes to changing courses. The course material is often too basic to answer the assessment questions and the 'help' given by the trainers is generally useless."
5,2017-05-19T08:16:50.000Z,The best decision I made...,The best decision I made was to do this course not only did it help me reach a qualification - but the people I worked with made it more of a fun experience than a course it was easy to get a hold of who I needed to speak to I'm extremely happy with my results and I couldn't of achieved them with out the amazing help of the my Trainor and Student Advisor
5,2017-05-19T07:47:39.000Z,Open Colleges offers great courses,"Open Colleges offers great courses, which go into sufficient depth. I learned everything I wanted to know from my professional writing course."
3,2017-05-19T07:31:38.000Z,Could be better,"I thought the help on answering questions was to long , I was very disappointed that i had to rush my nail tech course and have 4 months taken off my course with no $$ refund on the time lost  about $300"
2,2017-05-19T07:25:31.000Z,Overall I found the course to be very average,"Overall I found the course to be very disappointing, although I managed to achieve the standard I believe I could have learnt more.Assessments.I found the assesment questions to be poorly written ambiguous and with simple spelling errors. As the training institution it should be your job to ensure the students are set up for success. The questions were very open ended and left it to the student to decifer its meaning, the questions should be more direct to allow the student to tailor the answer accordingly.Student help.The current student assist method is floored in that it is timely process that gives little to no guidance to the student."
5,2017-05-19T07:11:22.000Z,I found it to be great and the online …,I found it to be great and the online teachers of the course fantastic and very helpful
4,2017-05-19T06:57:50.000Z,Great being able to study at your own paste,Great being able to study at your own paste. Course materials are between average and outstanding. Teachers are sometimes helpful to guide you and give you directions on how to prepare your assessments. Number of assessments to submit were better since open colleges reviewed their course content and did their system upgrade.Simple and easy to study online.
3,2017-05-19T06:48:37.000Z,The learning resources provided for mu …,"The learning resources provided for mu course were 10 years old, and consequently had a lot of out-of-date information. This was disappointing. Also disappointing is that I was not asked to evaluate the course after I had concluded it. Had I been offered such an opportunity I could have provided this feedback at the time (I completed the course more than 12 months ago).Communication with the administrator and course instructor were both good."
3,2017-05-19T06:42:01.000Z,I was really motivated by paying by the …,"I was really motivated by paying by the amount of time you took - so love the payment plan.  I learned a lot, but as the assignments don't cover a lot you can complete by only studying the material needed for the assignment so would like to see more to the assignments.  The fact that I finished an 18 month course in 3 months did a lot for my self-esteem, but it was so easy it made me wonder about the quality."
5,2017-05-19T06:22:53.000Z,Good course,Good course. Plenty of understandable material and easy to learn and understand concepts.
5,2017-05-19T06:10:07.000Z,Very friendly staff,
2,2017-05-19T05:37:34.000Z,Had already done many courses which …,Had already done many courses which were equivalent. But the evaluation process to know which courses i needed to complete to get my certificate took extremely long and received conflicting information. Also i was given access to complete courses i didnt require and was missing the ones i needed to complete. It was a painful and frustrating experience for me.
5,2017-05-19T05:04:02.000Z,Great support and materials,Great support and materials. Very positive experience.
2,2017-05-19T04:59:10.000Z,The course material is incorrect,"The course material is incorrect, the tudors slow to respond and when they do not with an answer to the question which has been asked.  Very frustrating and disappointing experience."
2,2017-05-19T04:51:34.000Z,Disappointing,"2 months after starting the course, I received a phone call to ask what my decision was regarding transferring onto the updated course. I was given no email, letter or phone call prior to this to explain the situation. Because of the lack of communication, the deadline had expired and I had no choice but to  transfer onto the new course and all of the work I had completed so far, would not count for anything. I had to stop my placement as according to the new course rules, you are not allowed to start a placement until reaching a particular point. This caused considerable upset and frustration with the professionals at the placement who viewed Open Colleges as unprofessional and disorganised. They stated they would no longer accept anybody from Open Colleges as they didn't trust the institution to not behave in a professional way.  The College Placement Tutor was taking several weeks to respond with my placement feedback so when I emailed to find out if everything was ok, she admitted she had lost work that I had submitted and I needed to submit this again. I feel if I had not chased her on the issue, I would not have known this as no communication was sent to me. Overall, the tutors were unhelpful, lacked communication with one another for moderation of assessments and Open Space was poorly set up and had lots of issues with uploading various documents and videos.I am very disappointed with the College and will not be recommending this institution in the future to anyone."
4,2017-05-19T04:37:39.000Z,I have recently completed my …,"I have recently completed my Certificate 3 in Education Support through online studies with Open Colleges. My experience was positive,  assignments were always marked within 1-3 days and feedback given.  Trainers were available to message or ring if I needed assistance,  and the online forum with other students was helpful.  I would recommend to anyone who is considering studying, to go through Open Colleges."
5,2017-05-19T04:36:54.000Z,Great experience with the team at Open …,Great experience with the team at Open Colleges. Trainers and assessors very helpful. Great flexibility with working fulltime. Have recommended Open Colleges to many people.
5,2017-05-19T04:31:41.000Z,Great experience,Great experience and has opened the doorway to further study.
5,2017-05-19T04:13:42.000Z,I most say I had a wonderful experience …,"I most say I had a wonderful experience with open colleges during my studies, right from the time I enrolled everyone was nice, my teacher who's name is Sanet Van Niekerk she's amazing, she encouraged me throughout my studies and at the end I got my certificate. So I just wanna say thank you to open colleges......."
1,2017-05-19T03:34:25.000Z,Would not recommend,"The course i did was a good one and i enjoyed it, however i didnt like any of my tutors. I felt they weren't helping me and that i was more of a burden to them. Made me not want to study. When it came to the final assessments of the course, the tutor i had was terrible. They didnt help at all i had to contact people higher up to get them to do there job and assist me when i need. Because of how the tutors where i would NOT recommend Open College to anyone."
5,2017-05-19T03:28:34.000Z,Open Colleges were fantastic,"Open Colleges were fantastic, I never thought I would be able to afford the course I wanted to do but Open Colleges help me organise a payment plan that I could afford and every contact I made by phone was answered promptly."
5,2017-05-19T03:14:33.000Z,Open Collage is great!,"They have great payment plans making it affordable and the course is at a reasonable price. There are no due dates and if you have a busy life style open collage is flexible around it. There has been no stress since I have enrolled. If you are stuck or need help they have student support, if you need help with a design or feed back on your designs you can speak to your teacher and the response is fast."
5,2017-05-19T02:47:17.000Z,Excellent support.,Excellent support. Open Colleges is very easy to deal with and provided excellent support in completing the course.
1,2017-05-19T02:44:10.000Z,So glad I studied with Open Colleges,So glad I studied with Open Colleges. The whole study journey was fantastic!
2,2017-05-19T02:39:55.000Z,"Good material, hard placement","The course material was great. It was easy to follow and working through the assessments independently was relatively easy and support was always there when needed. Although, when it came to work placement, it was very hard to find anyone willing to take on a trainee and in my particular case, I was bullied at the workplace I went to. I would suggest that you offer workshops for your students to do the placement hours in. A lot less stressful for the students. I would recommend to friends if there was this support in the course."
1,2017-05-19T02:35:56.000Z,I wouldn't recommend Open Colleges at …,I wouldn't recommend Open Colleges at all.The course material wasn't correct and didn't relate to the assessments at all and the majority of the trainers weren't there to help.
2,2017-05-19T02:33:16.000Z,Overpriced for one,"Overpriced for one, poor student support. Provide a fasade filled with hopes and dreams in regards to client outcomes (job opportunities, etc.) Learning material is some areas was quite good. Some assessment questions were vague."
3,2017-05-19T02:20:02.000Z,THere were many errors in the course …,"THere were many errors in the course and even when I told them the error it didn't seem to be corrected.When emailing lecturers for support often went unanswered so you just had to muddle along on your own.There were some very good employees up until Dec 16 and then they all disappeared, leaving absences that were not filled satisfactory.The assessments were some very poorly written and you just felt like you were muddling along with little support.I think there needs to be a big overhaul of this establishment and actually help the students that have many big $$$."
5,2017-05-19T02:16:30.000Z,FLEXIBLE LEARNING WITH GOOD SUPPORT,I appreciated the flexibility the courses offered. Tuition staff were excellent in giving constructive feedback and support. Working full time and trying to complete this course could not have been possible without Open College.They would be my first choice if I needed to do another course.
5,2017-05-19T02:16:17.000Z,An enjoyable experience,"I enjoyed the experience with Open Colleges so much that I encouraged my husband to sign up for a course, which he is enjoying. I will also be getting my son to sign up for a course in June.Great material and excellent support provided."
5,2017-05-19T02:15:41.000Z,I have enjoyed learning the courses …,I have enjoyed learning the courses from Open College.  The course was full depth of explainable material that I could understand.  The leturers where available at any time if I had a problem.Thank you for making this possible for me to further my education and at a reasonable cost.
3,2017-05-19T02:10:45.000Z,There has been a bit of dip in the …,There has been a bit of dip in the quality of this course with but it could be due to ironing out glitches in the restructured course.  The material has some improvements but also good things about the old material have been lost such as the instructional videos and the ability to make rapid changes to the website to fix issues.  It also takes some trainers a long time to respond to questions but again that is probably due to ironing out issues with the new material.
5,2017-05-19T01:56:13.000Z,Great course great results,
5,2017-05-19T01:55:13.000Z,Michael Davidson was an absolute …,"Michael Davidson was an absolute champion student advisor, full of encouragement and definitely made my experience with open colleges an enjoyable and successful one.I'd 150% recommend open colleges to anyone and have already suggested a few friends to use you guys for their further education."
1,2017-05-19T01:53:18.000Z,Elementary standard of teaching,"Unhelpful, outdated and elementary. Course work was not helpful and irrelevant. Teachers are not equipped properly as some of the courses offered shouldn't be available online. Studying online with open colleges is full of frustration and anxiety as the system is not working half the time and help and support staff are useless. I was once told 'I did not care about my studies' when I complained the website was constantly unavailable. All I did was simply ask if they could fix the issues with websites."
5,2017-05-19T01:48:52.000Z,excellent experience,"excellent experience, excellent support. Amazing tutors"
1,2017-05-19T01:48:16.000Z,Content and assignments are riddled …,"Content and assignments are riddled with mistakes.Course supervisors don't reply for weeks at times (not all of them but most of them).Replies are often cut and pasted from the course content which isn't helpful.Topic assessors go missing or you just don't have one.Staff changes ALL the time make it impossible to maintain any continuity.The only thing these guys manage to do in an efficient manner is take your money.Find someone else, anyone else!"
5,2017-05-18T00:29:10.000Z,I started  with Open colleges as I was …,I started  with Open colleges as I was looking for an open learning platform suitable for my requirements.At this stage of my studies I am pleased with the service and tools provided.Today was my first day minor issues with the open learning platform. But a can say that it was their sales person Harry with his professional service that prompted me to select Open Colleges.
1,2017-05-17T11:31:41.000Z,DO NOT STUDY WITH OPEN COLLEGES,"I can't believe I even have to give Open Colleges an entire star, they are underqualified even for that!!Everything is wrong about this place, it is overpriced and they lock you in with a seven day census, the course work is out of date, the spelling and grammar is horrendous, the assignments are way over the top and god help you if you ever wanted to get out of a course, they muck you around to absolutely no end.Do yourself a favour and just don't do it- find somewhere else!!"
5,2017-05-17T10:00:34.000Z,great expirence,"so easy to navigate open space , great support..... should of done it sooner then i wouldn't of wasted my time being messed around with other providers"
5,2017-05-16T23:26:33.000Z,Open Colleges is amazing,Open Colleges is amazing. Great course content and support. I'm really enjoying my course Social Media Marketing!!
5,2017-05-16T10:18:49.000Z,Promt response to my query and …,Promt response to my query and fantastic customer service.
1,2017-05-16T06:49:03.000Z,Very bad,"Very bad. I am struggling to start and do not know where and how to begin my assignment. I have requested for support, but very slow and difficult to get one.  I am afraid I will not be able to complete this course.... Very sad!!"
5,2017-05-16T04:15:08.000Z,Great great great,Great customer support when wanting to enroll and very honest about your capability to be able to complete the course and need alternate means of paying and they worked with me in a way to pay love the course and love open colleges
5,2017-05-15T21:24:12.000Z,Very friendly and helpful,
5,2017-05-15T20:28:33.000Z,Easy to use,"Easy to use, incredible."
5,2017-05-15T17:17:51.000Z,Open Colleges review,Affordable courses. Extremely helpful staff. Intuitive online space. Level of difficulty and expectations appropriate for people of all ages with varying life circumstances. Would reccomend to friends with busy life schedules or people looking for a new way to learn.
2,2017-05-15T12:43:21.000Z,The flexibility of online learning is the only positive I have found so far to this course,"No one answers your questions online or it takes ages to actually receive an answer to your emails. The next module doesn't get automatically unlocked after submitting the assessments, so it feels like everything is gone to make you waste time so that you won't be able to finish the bourse in due time (and would then have to pay extra money to study longer). Also, after reading the course and all the documents in the links, I still felt like I had to do a lot of personal research to be able to answer their portfolio questions and written assessment. Sometimes it really felt like the matter hadn't been mentioned on the module at all! Some questions are also unclear, too vague so you don't know if you're answering properly or not."
5,2017-05-15T12:28:11.000Z,Excellent College,"The information, service and friendliness of staff is fabulous.  I highly recommend Open Colleges to anyone who is seriously interested in gaining a certificate.  They are always there for you, the site is easy to navigate, and information abounds.  Fabulous."
3,2017-05-15T10:07:18.000Z,the customer service during enrolment …,the customer service during enrolment was great however its frustrating to have to wait for the next module please reduce the waiting time
5,2017-05-15T09:46:27.000Z,I am happy that I am learning,I am happy that I am learning. The assessments are tough but it really challenges me. Great! Great! Great! Im so excited to learn more
3,2017-05-15T09:38:03.000Z,Review,"Very helpful, easy to navigate"
1,2017-05-15T09:20:38.000Z,Take your money and your on your own,!!!!!!!!!!!!!!!
5,2017-05-15T08:52:55.000Z,When I had problems,"When I had problems starting, there was help I just had to arsk, the problem was solved quickly, now I can get into my course. I would recommend this company to anyone."
5,2017-05-15T08:41:35.000Z,Great,Easy to use and helpful
5,2017-05-15T08:19:54.000Z,My enrollment and first experience with Open Space,"The person who helped me enrol in my Certificate 4 in Youth Work was Kerry. She was absolutely brilliant! She answered all of my questions perfectly, informed me brilliantly and followed up with me every time that I got busy and couldn't finish the enrollment process right away. The woman who ran my webinar was fantastic and patient and spoke in detail. I'm very impressed with the simplicity and how easy it is to work Open Space and also all of the support that is on offer. The content is brilliant!"
5,2017-05-15T07:59:06.000Z,Very fast initial contact and lots of …,Very fast initial contact and lots of help and emails to get started.  Everything was laid out easily qucikly and very happy to explain when questions came up. Very easy to start studying.
4,2017-05-15T07:44:52.000Z,I was talked through the enrolment …,I was talked through the enrolment process and able to ask questions. Never once thought I was asking too much of the interviewer.
2,2017-05-15T06:57:34.000Z,Terrible.,"Terrible.It's been 1 month now and this is one of the worst decisions I've made in my 33 years on this planet.In the beginning I noticed spelling and grammatical errors in the content (cert2 electro tech). Moving on from that I began my first assessment only to find questions relating to topics not covered in my learning material. After hours of scouring the material (thinking I'd missed something) I tried my best and submitted the assessment only to receive failure notice with a comment to refer to X section in the training material. I then spent more time (hours) referring to X section in the training material and could not find the information required. I double checked with the trainer who came back with a comment that I was right, the relevant material is actually missing ""sorry"". I was then told they expected I'd already have knowledge of this topic prior to signing up to the course, however, the course has no prerequisites.Next I moved onto module 2 only to find serious problems with the content here as well. Section X is a mirror image of section Y but with different titles. After 24 hours I received confirmation that they had made a mistake with a system update and that it would be fixed the following day. This is not great for me considering today is my day off (my ""study day"") and tomorrow I'm back at work.I will do everything I can to cancel this course and see about doing it at TAFE instead."
5,2017-05-15T06:56:31.000Z,Open colleges are supportive and very …,Open colleges are supportive and very informative. Glad I made the jump! They were never pushy and understood that I had to work out my finances before I could start anything.
5,2017-05-15T06:48:44.000Z,Easy to follow and very flexible.,
5,2017-05-14T20:42:33.000Z,It is a very supportive team,It is a very supportive team. But unless you can work alone and not in a classroom environment it is not the style of studying for everyone.
4,2017-05-03T02:13:13.000Z,On-Line Study with Open Colleges,"On-Line Study with Open CollegesHaving not studied for many years, I found the on-line course challenging but rewarding. The biggest difficulty I had was uploading the videos in Module 3.  I also found completing the written portfolio requirements for the work placement module (9) frustrating.  The instructions were tedious and confusing for each portfolio and I found this quite stressful.  The assessment phone calls were difficult to schedule during my placement as the timing was often inconvenient in a busy workplace.The support I received was terrific and the response time to my queries was very short. I feel very relieved, satisfied and rewarded to have come to the end of my on-line training course and look forward to receiving my certificate."
4,2017-04-30T03:33:36.000Z,Needs to be more supportive,Needs to be more supportive. I have bipolar and haven't touch my studies since signing up 6 months ago.
5,2017-04-27T23:37:08.000Z,Open Colleges are there for you!,"Very helpful staff and contact was always easy. All my assessments were marked quickly and constructive feedback given to help me improve. I can't say enough good things about Open Colleges, they really are there to help guide and develop a better you!"
3,2017-04-27T03:53:28.000Z,i liked the school until the changes …,i liked the school until the changes which have left me without a place to complete my course without outlaying another 5k
5,2017-04-26T07:59:11.000Z,Great service,"Great service, helpful and everything is well planned and feedback is received quickly."
4,2017-04-26T07:43:17.000Z,You study when it   suites you,You study when it   suites you . Your the one in control.
4,2017-04-26T05:08:21.000Z,Open Colleges,Definitely recommend this establishment.  Great course and the people are very helpful.
4,2017-04-24T07:30:35.000Z,Had a lot of good experiences so far,"Had a lot of good experiences with open colleges with my course so far. I've found that the assessors are very helpful and friendly, the student support always seems happy to help and have always helped me when I needed it. The bad side is that you have to do all the learning yourself, which can be difficult when you can't find the motivation, I wish they had more learning activities, like actual worksheets and things like that to help learn and remember things better (like back in high school). I love how you have multiple attempts at the assessments since I suffer from test anxiety and completely screw up when under pressure, so at least that takes the pressure off, and the assessor feedback helps with getting a better mark next time as well as helping me understand the questions better.I really like open colleges and everything is good so far with them :)"
3,2017-04-24T03:22:22.000Z,Well I don't like just having the one …,"Well I don't like just having the one module at a time access, as it does become boring very fast. I'd like say the first 2 modules open.In the beginning you receive a lot of support, then time has lapsed and life has got in the way yet no one has made contact in months..... I know I'm responsible for allowing my lapse due to life, would of liked someone to check in again to see if I need help, which I do. I have contact numbers, just life got in the way and I never get there. So maybe at least monthly check in"
5,2017-04-23T05:05:17.000Z,Studying with Open colleges.,The content for the animal studies and Captive Animals Pathway course is easy to follow and understand and the training assessors are always contactable via email with any questions you have along the way. the feedback with each exam is constructive and positive and the training materials covers the course adequately. External research is always encouraged as this is the difference between a high distinction and a distinction.
5,2017-04-23T04:49:57.000Z,They are the most helpful ppl in open …,They are the most helpful ppl in open colleges
4,2017-04-23T02:27:16.000Z,So far I have had nothing but good …,So far I have had nothing but good experiences with Open Colleges.Everyone is helpful and the Open Space learning is very accessible.If you have questions they always respond when they say they will.
4,2017-04-22T11:11:18.000Z,Very helpful staff,"Very helpful staff, easy to understand, good guidelines"
5,2017-04-22T09:33:18.000Z,The special considerations team at OC are very helpful...,"The team was great in helping me find the right course, when I couldn't move on with my study the special considerations team was so helpful in allowing me to leave the course to get myself back on track financially."
5,2017-04-21T12:42:41.000Z,Certificate in life coaching,"I would highly recommend open colleges to everyone looking to study online. It was a very easy, pleasant sign up process, staff are always very helpful and answer any questions you may have quickly and with appropriate knowledge. The online study process was very straight forward and easy to navigate, which helped aid me in finishing the course in a considerably shorter time period than anticipated. It was a very good experience. Thank you open colleges!!"
5,2017-04-21T09:38:51.000Z,Time poor,I was extremely happy with the help I received when I got stuck with anything at all. The support team were always very friendly and helpful. I was able to get extensions to help me finish my course as I became time poor and felt I needed more time to do my course properly.The course itself was great. The information was excellent and easy to follow. I would recommend Open Colleges to anyone wanting to further their career or look for something different to study.Regards John
4,2017-04-21T07:30:23.000Z,I really enjoy studying with open …,I really enjoy studying with open colleges. There are a few teething issues with the online services but it's not bad. The only thing I would suggest is for them to hire more trainers and organise more practicals as this seems to hold most back.
5,2017-04-21T04:43:37.000Z,excellent ideas contribution,it is wonderful to join in trust-pilot. i would recommend that if someone hasn't got chance to join then you should harry up
4,2017-04-21T01:25:06.000Z,It was all going great and I was very …,"It was all going great and I was very happy with the course overall, but this module 5 (Payroll) which is the one I am in now is really poor in all sense of the word: The learning material is not too complete, assessment 1 is a mess specially at the beginning. I had to google so many things to complete my assessment because the information from the learning material doesnt say too much. Plus, the assessor takes his time to answer our questions and in consequence we are stuck with no possibility to continue for days as we have to wait for his answer or grades. I am just wasting time and days when I only have to wait for an answer. Really frustrating."
5,2017-04-20T23:59:50.000Z,I found Open College a great experience …,I found Open College a great experience with easy accessible teachers when required and I would recommend on line study to future students.
5,2017-04-20T23:37:39.000Z,Great,"Great, fun, amazing. Easy loving my experience"
1,2017-04-20T19:49:13.000Z,After they convince you that you are …,After they convince you that you are suited for a course and take your money you don't hear from anyone again. Even if you write and beg for someone to call you. There is no relationship developed between the Educators and students. This whole experience has contributed to my mental health becoming a life threatening issue.
5,2017-04-20T13:40:58.000Z,Open College is extremely convenient,"Open College is extremely convenient, gives you a opportunity  to study at home, so you can further your goals for your career  in life."
2,2017-04-20T11:26:34.000Z,Would not recommend Open Colleges.,"I find that the assignments are not well written, and the facilitators comments for not accepting an answer do not relate to what the questions are asking.The online learning materials do not contain enough information to answer a lot of questions.A positive note is that the website is easy to navigate.But in summation I would not recommend open colleges to friends or colleagues."
5,2017-04-20T10:48:56.000Z,Open Colleges,"I am currently studying the Certificate III in Captive Animals course through Open Colleges and have found the trainers, assessors and support staff absolutely fantastic to deal with. Sign up and registration was very simple, easy and simplistic to say the least."
4,2017-04-20T10:40:33.000Z,'Certificate in Illustration and  …,'Certificate in Illustration and  Drawing made easy' gave me exactly what I wanted. It gave me confidence and skills in drawing any subject. I enjoyed it so much I would've wanted some choices of what to do next. The personal feedback  from the trainer was extremely helpful.
3,2017-04-20T09:26:59.000Z,To be honest I am enjoying the course …,To be honest I am enjoying the course but I'm just finding that I'm not getting the added support needed. At times I feel that I'm just struggling away on my own. Thankfully there are Facebook groups now that can aid and help us along the way. I believe that if I had done a tafe course there would have been a lot more options for help.
4,2017-04-20T08:58:58.000Z,I have been a student transited from …,"I have been a student transited from the first course and must say it was challenging to navigate through the website to begin with but i have find the students very helpful as we all understand thing differently and some are quicker than others; the assessors also have given so much of their time resolving issues when needed. The practicals is what i have found an issue as they always seem to be technical problems joining in to a meeting this issue need to be carried through to the program manager for review.Overall i am enjoying this course now and have a good night owl  routine set up which i feel is working as i am making good progress! been a mother of 3 children including a baby, routine is good:)Best Regards,Celine Aufray Hayes"
5,2017-04-20T08:17:37.000Z,As a new comer to Australia and …,"As a new comer to Australia and struggling to find a job, I studied an online course by Open Colleges which I have found useful. Thankfully, just soon after graduation I got a job :)"
5,2017-04-20T08:13:06.000Z,We really helpfull and let me take some …,We really helpfull and let me take some extension on my course to complete it. Highly recommended!
