star,date,title,review
1 out of 5 stars,2021-06-17T06:26:56.000Z,DO NOT WASTE YOUR TIME AND MONEY,"Awful awful terrible a complete joke! No help whatsoever, WAY too much work, nothing but constant stress and inability to complete the massive amount of unhelpful and useless tasks. Halfway through the course they suddenly decide they can start charging $30 per incorrect question!!! Thanks for wasting our time and money, these guys needs to be shut down."
1 out of 5 stars,2021-06-16T02:41:53.000Z,Terrible. Waste of money. Do not bother.,"I contacted Open Colleges a year ago to ask about the Cert IV and Diploma in HR. I haven't studied in over 20 years and have only worked in general admin roles. I wanted to broaden my career skills and have always had an interest in the HR world. I discussed with my ""consultant"" what would be more beneficial for me in regards to obtaining work once I completed, we discussed at length my previous education and work experience and I was advised that the diploma would be best suited to me and that my 20+ years of doing administrative roles would b... Read moree enough for me to not only take on the diploma without any worries but pass quite easily. 
I shared my concerns about this as I was unsure that I would be able to take on the diploma but I was comforted and reassured by the consultant that it wouldn't be too hard and that the course content was similar to the Cert IV. This phone call and subsequent calls after to organise payment and the signing of the contract left me feeling on top of the world and that I could achieve the outcome I had hoped for.

Fast forward a year and it has done nothing but caused me anxiety, stress, financial loss, is well above my knowledge and extremely difficult to complete. 

The course content is quite frankly boring, hard to follow and is very disconnected to what is required in the assessments. 
First assessment is to put together a HR strategy for your fake company. The information available to you regarding strategies is 1 page. You are required to do your own external research in this subject. Creating such a complex document without any understanding of business strategies makes it hard to complete. The answers to my questions from my assessor are cut and paste, which I was afraid of as I noticed that pattern on the discussion page when I first started and honestly it put me off requesting help. 

I have struggled to understand what I am meant to do. There is only minimal information available through open colleges with the majority of my learning being through my own google searches and using what small information is available through AHRI. There are alot of links to external sites with ""recommended reading"" which end up being articles up to 500 pages long, links to YouTube videos for lectures from a German University lecturer that are over 3 hours long, hard to understand and you cannot hear the questions the students ask, only the answer."
1 out of 5 stars,2021-06-11T04:53:41.000Z,Wish I had read reviews prior to signing up,"I have been completing the Certificate IV in accounting.1. The content is poorly structured and quite random2. The levels of support are absolutely despicable - it has taken a whole week for an assessor to answer some basic questions so I can complete my exercises.3. Concepts aren't throughly explained, almost like there are explanations or more context missing.In a nutshell, its an unintelligent educational provider - I don't recommend."
1 out of 5 stars,2021-06-04T03:47:09.000Z,I wish I read the reviews about Open Colleges,Once you sign on the dotted line to pay them money you will get automated emails to 'encourage' you to study. None to find out why nothing is progressing on.
1 out of 5 stars,2021-06-02T06:33:53.000Z,Stay away from this school and save your money.,"Save your money, energy and sanity and stay clear from this school. They lack compassion and customer service. The course structure in the diploma of business is appalling and teachers give you robotic copy and paste answers when it comes to feedback. I applied for special consideration due to a medical condition I have that is making me go blind and asked for 6 months. They only gave me 3 months and told me to ""make progression"" great thing to say to someone thats going blind? Erin was extremely rude and insensitive. Wish I had read the google reviews before enrolling and paying for this course."
2 out of 5 stars,2021-05-31T04:24:30.000Z,Not worth it!,The course content was very disappointing.   Incredibly basic and not at all engaging. The support from teaching staff was non existent.I regret my decision to enrol. I applied to withdraw under their ‘special consideration’ due to financial hardship and medical issues but was still expected to pay $3000 despite completing on 3% of the course.
1 out of 5 stars,2021-05-28T05:43:20.000Z,a 10k email,"I wanted to get a diploma to gain more qualifications, being full time employed i thought open colleges was a good idea. (spoiler alert - it wasn't)To do the course i wanted to do i had to enroll in a second one on top costing me about $10.000 in total. For that price all i got was an email with log in details. Being a foreigner the study system was confusing but i tried my first module. Quiet quickly I hit a pump and had no help provided but couldn't continue without it. So i dropped out, realizing studying online on my own is not right for m... Read moree. Fast forward, i am now unemployed without government help (aka completely broke) but open colleges still wants me to pay off that huge amount outstanding without taking in consideration that i dropped out/ never actually done any part of the courses. So they expect me to pay 10k for a single email.. i understand that you commit to something and have to pay for it (like a loan) so i asked if i could at least use the payments towards a different course (as i the one i enrolled doesn't exist any longer) but it's not transferrable. 
Moral of story, save your money unless you will need absolutely no support and are ready to put in more work for a Cert3 than a uni degree."
,,,
,,,
,,,
8.6,,,
